"Protein_group","L_A_1","L_F_3","L_A_3","H_F_2","H_E_1","H_D_3","L_E_2","H_C_3","H_C_1","L_D_1","L_D_2","L_B_2","H_A_1","H_B_1","L_E_1","H_F_3","L_D_2_2","H_E_2","L_B_3","L_C_1","H_E_3","L_E_2_2","L_C_2","H_F_1","L_C_3","L_A_2","H_B_3","H_B_2","L_F_2","H_D_2","H_D_1","H_A_2","H_C_2","L_B_1","H_A_3","L_F_1"
"Montipora_capitata_HIv3___RNAseq.g35534.t1",955510,446558,1094230,1220830,1517880,968057,804056,1251800,460749,1110870,NA,985691,NA,888298,NA,788435,826021,NA,NA,NA,NA,877241,764717,1022590,NA,NA,2021870,1960060,NA,1007450,768894,720324,NA,898692,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35545.t1",515049,NA,NA,237880,361692,260973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35547.t1",6645710,4315890,3997650,6689430,3835110,8685760,8900900,9105770,9067700,5240080,4276820,7411560,8888950,8736010,5271330,3676220,3270080,8793690,4248240,10223500,8088410,6615750,7792030,5634270,9473150,4850380,3204230,7063460,8498950,10658300,13106700,6574440,7247990,2958510,4815150,8865080
"Montipora_capitata_HIv3___RNAseq.g35551.t1",849139,1691000,1699660,1677510,1989960,2142360,1188410,1477060,794522,2674470,1930940,1967570,NA,1487090,1253620,2844090,3867440,NA,2010360,NA,1044960,1614930,484197,1595520,NA,1230440,3495460,2643360,332167,1139400,NA,1329110,999929,2847430,1772260,NA
"Montipora_capitata_HIv3___RNAseq.g35553.t1",109191000,60746900,98456700,162848000,57736700,179304000,185019000,105174000,119555000,98623300,71529500,53685900,126500000,74955400,247470000,207229000,145019000,143637000,116327000,107319000,167843000,196496000,145698000,138659000,110163000,116187000,51141300,40336300,135355000,84240500,89169200,158858000,117829000,28374600,82431000,166189000
"Montipora_capitata_HIv3___RNAseq.g35555.t1",2458550,1035300,1373310,1774280,1422700,1664520,1903200,2603150,2957720,1491490,1130200,2041850,2613340,2091970,1594850,1342550,1525840,2013630,1718590,NA,2558440,1825220,2115680,2124580,2536830,1503840,1853860,2197920,2064130,2197550,1486450,1567190,2148670,1279590,1918580,2048860
"Montipora_capitata_HIv3___RNAseq.g35559.t1",8418950,2798830,4390600,7981700,4969000,3669950,5429620,6584690,4671630,2708550,2639650,5156780,16808700,8775060,4367130,3619930,2808650,8111720,3492310,9681660,9489820,4962940,7650310,7854110,6341610,7137620,6837880,9574240,8012500,6125300,6853360,7576630,8951820,3617190,13740600,7279560
"Montipora_capitata_HIv3___RNAseq.g35562.t1",NA,NA,NA,1381810,NA,NA,2557320,1316830,525298,NA,NA,NA,NA,2307750,NA,NA,NA,1664220,NA,2066290,1505420,924913,1835460,1374480,1089180,NA,NA,NA,1605680,NA,862069,970428,2346960,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35578.t1",24841200,18329300,17997500,22240000,14417300,15130300,27992100,19419100,18477700,20429800,14606200,23175000,21234400,21837800,24691000,12286000,14667800,25713200,14635300,22752800,16587900,18206400,26886900,15653500,29463900,14452900,18371200,20046500,21936700,17473000,16212900,16258700,23425800,13566000,11042300,32323900
"Montipora_capitata_HIv3___RNAseq.g35581.t2",2567560,1348960,1625660,2048430,1318950,2240770,1949670,1870630,2239530,1999800,2449030,1639170,2308180,1797920,1553680,1100160,1772170,1429610,1017390,1671170,1598500,1396240,1450480,1851920,1452440,2211800,1372910,2106910,1643210,3062610,2724670,2258150,1681830,1007100,2046840,1669130
"Montipora_capitata_HIv3___RNAseq.g35582.t1",1904330,NA,571715,1420500,1093110,1382330,1330860,1571010,2315080,828007,NA,1523300,2923750,2351830,1530950,649649,559013,1876910,690231,2199370,2477640,1436700,2140730,1195230,2451820,787521,1018630,1768020,2375450,2935150,2746080,1511760,2337470,1238720,1337670,2494210
"Montipora_capitata_HIv3___RNAseq.g35589.t1",87521700,74496200,59866400,70358700,43826000,85904400,78548600,77465100,86599100,51262800,31805200,61671000,67633200,68852200,112114000,40173100,48577600,86909700,64656600,95041600,97270400,105689000,85717000,77625500,85920300,74670900,43449300,53489300,74688600,69026600,54737700,85189100,77039700,48944900,70669400,112937000
"Montipora_capitata_HIv3___RNAseq.g35590.t1",815120,NA,319920,729329,353772,664597,742064,835280,873269,467480,NA,530040,702196,694551,NA,429547,NA,704188,NA,NA,980243,783988,854120,605445,NA,NA,493632,624288,NA,NA,NA,647569,698690,284671,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35591.t1",163406000,119224000,90445600,141916000,91865000,130703000,110301000,118959000,142878000,102917000,115741000,205031000,155391000,169460000,151893000,100184000,97392000,138783000,103003000,152251000,166564000,141749000,190391000,155624000,173048000,136905000,147287000,149474000,196315000,175046000,181270000,135228000,146579000,98122900,166445000,172187000
"Montipora_capitata_HIv3___RNAseq.g35594.t2",2459480,583586,554943,2134720,350633,2140370,1463240,1688430,2608000,690867,881869,1477130,3276770,2308630,1834550,904509,700214,2285220,772780,2806380,2263890,1764370,2175330,1592590,3107870,600368,1113230,1221850,1816120,2588330,3076150,1739720,3486430,539009,912531,2806170
"Montipora_capitata_HIv3___RNAseq.g35595.t1",1200350,1495300,1677450,NA,699271,1150850,NA,633183,606562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012910,NA,491487,NA,NA
"Montipora_capitata_HIv3___RNAseq.g356.t1",NA,NA,NA,223200,492102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9931420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349835,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35625.t1",322461,NA,NA,NA,214145,218315,140620,264708,561538,311119,NA,561385,457952,362600,NA,121460,NA,NA,NA,NA,NA,NA,NA,NA,486499,NA,NA,656769,208131,NA,418541,NA,NA,218405,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35626.t1",3800410,1639810,1968020,3981790,2061870,3543380,2497530,2912870,7024710,1759010,NA,2241840,3299620,4414650,2402900,1799270,2048240,3273140,1551210,3648290,3251750,2884040,3012300,3524650,2872580,2135260,2235510,3945410,3521530,5263440,5581450,3890630,3931040,2294820,3192540,2589630
"Montipora_capitata_HIv3___RNAseq.g35627.t1",544618,511014,634613,NA,354079,732289,4991490,491512,440220,NA,3876890,NA,1311330,NA,811541,NA,NA,1151000,NA,NA,563947,887241,845882,NA,622184,511227,NA,NA,NA,780765,6721110,742160,591331,NA,NA,766843
"Montipora_capitata_HIv3___RNAseq.g35628.t1",6779920,4359380,6196510,6199290,4391720,5516450,5673080,5189150,4504590,5870310,7331800,6378740,3673370,4814820,5966640,5000920,4830350,3554800,4912090,3405530,3997370,4424320,3999030,7750030,3063920,5953770,6201460,6964300,3882500,4842980,5876220,5647830,4045090,3977670,4643650,3394120
"Montipora_capitata_HIv3___RNAseq.g35629.t1",3840620,3864150,3046970,5356170,3900930,2982590,4592250,4529070,3182920,5873100,4684730,4692590,3631810,4659270,4029960,3609900,5051690,5392160,4579200,5354270,4225630,4265970,5028730,5415160,4768120,6079940,7311480,8771160,7656900,4301650,3663270,3509400,3508080,4879940,4907760,6250580
"Montipora_capitata_HIv3___RNAseq.g35630.t1",517238,NA,546758,987783,618924,397791,436764,919751,265630,NA,NA,NA,NA,NA,NA,352800,NA,663059,NA,NA,637106,NA,736413,880243,NA,NA,NA,NA,404042,NA,NA,309378,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35641.t1",695412,NA,NA,1309350,512161,1330720,608787,NA,879821,NA,NA,326375,NA,NA,NA,NA,NA,NA,NA,NA,921529,602641,NA,NA,NA,NA,594841,NA,NA,NA,NA,907314,488525,603460,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35667.t1",1055190,853914,2209780,2596920,2318130,NA,NA,972200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778570,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g3569.t1;Montipora_capitata_HIv3___RNAseq.g41742.t1",NA,NA,NA,686602,840812,670809,561491,NA,NA,NA,1088810,674747,NA,NA,940269,1595520,1134740,395491,1401340,NA,557066,1175620,NA,1128680,NA,1355340,1600950,825121,NA,NA,NA,800151,476987,1025920,998293,NA
"Montipora_capitata_HIv3___RNAseq.g35691.t1",4631500,19006000,38182600,15090600,31147700,19312000,21003800,7284580,2422740,28635800,27077900,7402370,1436000,2443030,17073900,21918500,23853500,1908310,19504600,2330120,4648800,19234300,1484380,12190300,1237350,23694300,10214200,5601350,3161060,2546590,1297600,16187000,2848580,28346700,13085600,3514650
"Montipora_capitata_HIv3___RNAseq.g357.t1",452728,500854,304281,459759,288970,407402,398611,875005,803285,303075,NA,NA,NA,NA,NA,312520,190143,NA,516865,502598,487877,257143,830062,496335,624051,280143,218847,297602,570135,NA,426422,274149,NA,246556,259479,672480
"Montipora_capitata_HIv3___RNAseq.g35879.t1",4788710,4086720,3665030,3122100,2442760,4352230,3455180,2178450,1400340,3637600,2380680,7574150,2025110,5296020,4564780,2984840,3512600,2075930,4577910,2578300,2763820,3201120,1641560,4370290,2464440,6512360,4437830,5314910,2775060,1574470,NA,5173130,2464630,5193800,4020570,2514870
"Montipora_capitata_HIv3___RNAseq.g3588.t1;Montipora_capitata_HIv3___RNAseq.g9784.t1",678561,1480350,NA,1144940,2013770,NA,1310780,NA,NA,NA,NA,NA,NA,1008910,2183900,535902,NA,NA,NA,NA,1385210,2188670,374269,769714,NA,NA,1344800,1443570,NA,NA,NA,732885,1041920,1291660,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35880.t1",71911300,70622700,37411900,36816200,55269200,53045400,51440200,35730900,22366200,37730800,51062300,102673000,31653300,49399100,64705200,80638600,61837600,38819700,106075000,52389000,41822200,49033900,30614300,96964300,41470200,67012000,70776000,54846200,61678800,22022100,15270800,74612300,34051200,127165000,67105500,45337100
"Montipora_capitata_HIv3___RNAseq.g35930.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878885,NA,691229,NA,NA,NA,NA,NA,NA,431702,NA,711070,NA,NA,NA,1198200,1209390,NA,NA,NA,513383,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35937.t1",NA,1422240,1152780,NA,1310310,NA,NA,698302,NA,794675,NA,NA,NA,NA,NA,3103890,1764430,NA,1351800,NA,NA,646759,NA,855926,NA,NA,1646280,777450,NA,NA,NA,NA,NA,1893900,NA,NA
"Montipora_capitata_HIv3___RNAseq.g35939.t1",4120440,NA,2270590,2907500,1584300,4618050,NA,4040140,4152080,2424230,NA,NA,1034750,NA,NA,2015160,1172350,NA,NA,NA,NA,1389010,693956,NA,NA,NA,NA,NA,NA,NA,1527760,1150330,1290560,1726020,NA,NA
"Montipora_capitata_HIv3___RNAseq.g360.t1",28198800,11924000,9935640,11830200,7924650,10124100,14055800,11011700,25993400,9392600,3841350,19837200,36548800,30842100,14867000,3306740,6720130,14866200,7434520,33507100,28316400,12628000,26636400,10793700,37382200,10030800,15828300,33337700,36673300,43923800,29566300,9811070,40189900,5788380,17320400,22539300
"Montipora_capitata_HIv3___RNAseq.g3602.t1",NA,NA,NA,NA,463934,NA,NA,NA,NA,NA,NA,456697,NA,584923,NA,NA,NA,NA,NA,NA,412047,595196,NA,NA,NA,NA,421972,420597,NA,NA,NA,190276,466140,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36050.t1",1548200,1763050,881476,1045490,1288310,1745940,932233,1452770,616371,1353170,984408,1683960,838971,NA,NA,NA,NA,NA,969024,731326,1251360,984327,2040090,1767940,1358710,1897270,927572,2174610,733956,907177,988240,NA,NA,NA,1733880,1924210
"Montipora_capitata_HIv3___RNAseq.g36055.t1",735748,NA,NA,300339,405716,624959,NA,NA,482105,433927,NA,493326,NA,427291,NA,NA,438629,407877,439695,NA,579692,458801,821320,NA,NA,413230,371611,261465,NA,NA,NA,555089,NA,446219,476655,491136
"Montipora_capitata_HIv3___RNAseq.g36059.t1b",543353,NA,NA,597715,NA,495290,NA,429880,607868,253553,NA,NA,697395,790655,NA,NA,NA,851516,NA,524654,599567,188019,1171580,NA,704588,NA,NA,510127,NA,NA,691483,452428,604555,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g3611.t1;Montipora_capitata_HIv3___RNAseq.g45780.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394597,186471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159945,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36197.t1",NA,692103,NA,NA,NA,724656,NA,NA,NA,1238960,NA,NA,NA,NA,NA,1340150,1439070,NA,887085,NA,NA,NA,NA,NA,NA,423078,996070,557995,NA,NA,NA,NA,NA,1420510,676413,NA
"Montipora_capitata_HIv3___RNAseq.g36205.t1",531191,2526910,2789100,1418330,1705520,1182480,1138810,1790130,NA,1450780,2022970,2509680,NA,NA,1173780,1540780,1649990,NA,2751860,NA,NA,1882330,NA,2802220,NA,2912510,1421630,927320,NA,NA,NA,1621160,NA,4522660,1912060,NA
"Montipora_capitata_HIv3___RNAseq.g36224.t1",1868870,1233530,1151720,1571220,1596600,2591040,1493190,1065380,1600770,1771460,NA,1138960,1502040,1564480,1547930,1119070,1174130,1356900,2301210,1486890,1503050,1431320,1191460,2439520,1397740,1203750,918432,1194960,1613380,1448690,1400990,1851290,1478100,1317230,1276200,1146590
"Montipora_capitata_HIv3___RNAseq.g36254.t1",14139000,6636170,9551730,12653300,10280100,13408200,11587300,13460500,11331700,8990080,9298550,12075100,10230800,13395100,10493400,10045700,9061300,10371400,10154000,10936600,11192400,11458500,11538100,10939600,10624500,8890740,12919100,15522600,10553900,13636200,10345100,12468500,11194000,7978990,17369800,13283000
"Montipora_capitata_HIv3___RNAseq.g36257.t1",6519610,3349140,4170220,4931030,4236820,5981390,5797510,7242220,6916640,4677610,5795810,6112450,8205260,6277180,4710100,2946450,3058340,8595800,3279450,7530690,6422790,5342630,7149910,5878900,8975100,4413310,3046060,5227820,6531160,6712670,8400020,5626870,6693460,2787280,5168030,7248260
"Montipora_capitata_HIv3___RNAseq.g36259.t1",4956830,7989380,5019720,7532850,119003000,17872800,5515330,5375700,5638720,7587770,8530200,114965000,NA,7218240,254931000,276354000,311151000,1375050,10655900,NA,6034120,10563300,1477680,6253530,NA,4820380,117316000,7366180,1772410,1966520,1415790,3262470,3594420,221092000,3060200,123214000
"Montipora_capitata_HIv3___RNAseq.g36310.t1",12605300,9077340,7652530,11368700,7871820,9978320,10256900,8073450,11797500,5977860,5137000,8012400,12063900,8724730,8495150,5777720,5901220,9329240,7839160,11334600,9288120,10622100,9267690,8741580,6251140,7166780,5414460,6834900,8463950,7525920,7748730,10176600,9682060,6769440,11556700,8475520
"Montipora_capitata_HIv3___RNAseq.g36318.t1",5355850,3772230,2939550,4671550,3507010,3742970,2495420,4726420,3134850,2404380,3047710,4212640,3295780,4618270,3552010,5238950,3226350,4754070,3632000,4456000,4196390,3676410,5571700,4327550,3823550,2133620,5165740,4763360,5485390,NA,1752860,3636690,3821630,5316890,3891990,5422670
"Montipora_capitata_HIv3___RNAseq.g36322.t1",376839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231617,NA,NA,NA,NA,NA,NA,123576,185112,NA,NA,NA,NA,NA,NA,NA,217013,NA,NA,292562,NA
"Montipora_capitata_HIv3___RNAseq.g36352.t1",3479660,1630800,2007910,1772740,2154440,2207530,2104950,2496290,4101760,1275950,1548930,1718470,2618310,2825100,1246930,1164450,709350,3549230,1392930,1875760,3318380,1788710,3605550,2087400,1737550,1235230,751105,1630570,1522620,2750310,3791000,2364510,2994870,1353830,1526630,1921420
"Montipora_capitata_HIv3___RNAseq.g36353.t1",909479,NA,NA,485829,287169,443500,NA,1330930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650699,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36364.t1",NA,3730940,3254590,3726850,2592750,919608,1132230,NA,NA,NA,6677630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36382.t2",581360,NA,NA,295933,NA,354761,264369,385202,672358,340318,NA,439922,699297,524533,NA,NA,NA,NA,NA,NA,556269,322454,512326,NA,NA,NA,NA,NA,NA,NA,NA,NA,518542,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36389.t1",14390700,8098250,8626050,11062000,7026230,13024400,10057300,10072100,13918900,7729960,4594520,8053620,10350800,10556400,9328670,7438070,5829850,7573780,7497740,7260220,10399900,12202300,11120700,8687680,6118760,8354160,6203710,11239400,5154300,8858570,7774770,11777800,8667700,6859110,5846020,4521540
"Montipora_capitata_HIv3___RNAseq.g36390.t1",2226810,1623740,1476180,2107580,1551410,1968720,1843130,2190930,1917950,1891600,1687700,2695390,1897640,2223620,2233670,1793170,1571150,1793230,1536200,1435920,2534100,2352680,2067550,2195470,2046880,1532660,2336080,2948700,1265210,1514920,2025890,1946400,1759510,1671430,2972800,2904600
"Montipora_capitata_HIv3___RNAseq.g36459.t1",737021,NA,NA,1181960,1335710,1409500,986222,NA,NA,1549250,NA,2453510,NA,NA,NA,2025660,1684170,NA,NA,NA,831897,1392350,NA,NA,NA,NA,1168530,1036340,NA,NA,NA,992397,NA,1512800,1484520,NA
"Montipora_capitata_HIv3___RNAseq.g36467.t1",1743460,1831700,1443300,797392,1264730,1242770,1276230,1330640,1350390,963109,979845,1489980,890167,1313680,1929570,1203560,1615210,794347,901912,703940,1199930,1618760,1329130,1595150,825141,1059940,1509890,1113140,909722,1089120,797597,1214050,1018410,832733,737675,808302
"Montipora_capitata_HIv3___RNAseq.g36529.t2",NA,1501410,510223,1045030,386238,NA,806447,611604,NA,1073040,NA,NA,NA,NA,961978,740689,771691,NA,NA,NA,NA,979787,NA,NA,NA,NA,407196,1441480,NA,NA,NA,NA,NA,882879,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36531.t1",8720800,59950700,13375200,25314900,8869900,21601500,32585400,16697700,6227680,34167500,15108200,19868800,3478630,14115200,37477200,42672100,64563900,7517620,56572500,7617890,7943970,31125800,6169870,13295000,8321660,29912200,10737400,10692900,12343500,6777730,4189770,22452200,7338560,35004500,7555260,33765200
"Montipora_capitata_HIv3___RNAseq.g36544.t1",NA,NA,NA,NA,NA,3311490,NA,NA,5020190,NA,2709640,3033590,NA,3738100,NA,NA,3571380,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770190,2650850,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36570.t2",NA,NA,3970200,1613110,680821,NA,9341060,3576290,NA,NA,NA,5678490,NA,425759,NA,7517320,NA,2323500,4405980,783003,NA,2932230,2936560,1167870,2125930,7945690,NA,1344990,NA,NA,NA,1749230,NA,238005,4775400,4477790
"Montipora_capitata_HIv3___RNAseq.g36579.t1",1420890,NA,NA,3155200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2088010,NA,NA,3770470,857760,NA,NA,NA,2282570,NA,825835,NA,1758690,4057670,NA,NA,1726210,NA,1803580,NA,1166820
"Montipora_capitata_HIv3___RNAseq.g36658.t1b",NA,NA,NA,12183800,10461700,21488900,24513600,9426310,11535300,17652900,8806280,9925880,NA,8425470,27521500,11933400,13645000,10726800,12188100,7771610,13892400,23922900,12326100,9299280,10970100,NA,7432670,11062000,10263400,15156600,8756540,NA,12667600,7947780,NA,15484800
"Montipora_capitata_HIv3___RNAseq.g36673.t1",NA,NA,NA,NA,NA,NA,NA,4187420,NA,618604,NA,NA,NA,NA,NA,NA,NA,1635200,NA,NA,NA,NA,1849210,NA,2225080,NA,NA,NA,NA,NA,NA,NA,NA,413013,NA,3947530
"Montipora_capitata_HIv3___RNAseq.g36682.t1",1607250,23278200,1603950,1756710,1241300,17658900,2090390,11994500,8964690,19232500,7411300,4142110,NA,1716220,1512580,3225040,21596100,11423100,1939100,NA,849442,2434910,10559400,1765670,11426300,2216410,1923140,1967730,797014,12340300,5725370,1354640,1142060,3020990,1876800,10261600
"Montipora_capitata_HIv3___RNAseq.g36695.t1",NA,2592310,1868400,8334820,4359070,6187900,NA,NA,NA,6284310,7945450,1973370,NA,1322140,3871660,5138870,7362780,NA,5225580,3242770,NA,NA,NA,6138350,NA,NA,1989680,3047100,3442870,4047060,NA,NA,NA,3482490,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36705.t1",NA,NA,NA,16078100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9108510,NA,NA,8486920,5105210,NA,NA,NA,11539600,NA,NA,NA,NA,4196230,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36707.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,537947,NA,NA,NA,NA,NA,NA,NA,NA,650318,479728,NA,NA,NA,600427,NA,NA,NA,NA,668920,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36734.t1",NA,NA,NA,18767400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3466880,NA,NA,3260150,10956000,NA,NA,NA,4940890,NA,NA,NA,NA,9550350,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36744.t2",730856,2520470,1972080,1513750,644095,1075660,2223930,1740970,NA,2045480,1954060,2183540,NA,1118150,NA,1443450,2817610,NA,1928580,NA,NA,816858,NA,1533140,NA,2365030,1694370,1052780,NA,NA,NA,1103140,NA,1182820,1370510,NA
"Montipora_capitata_HIv3___RNAseq.g36749.t1;Montipora_capitata_HIv3___RNAseq.g36770.t2",NA,325734,NA,479037,576448,655904,369238,546674,NA,349983,269953,495059,NA,456820,NA,NA,409038,235214,NA,NA,263368,365798,NA,NA,NA,NA,539456,NA,NA,NA,NA,302938,NA,697490,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36756.t1",672602,NA,NA,NA,24630300,NA,73065100,NA,NA,NA,NA,NA,NA,NA,70036100,NA,NA,NA,NA,NA,49553000,51463400,NA,NA,NA,526508,NA,NA,NA,NA,NA,661461,60854300,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36779.t1",NA,NA,NA,374296,NA,465275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302256,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36782.t1",14019200,15996600,12224800,33123400,17677300,11054000,21382500,18154300,11898100,14088900,17023600,20321100,14480800,24956300,20724400,6617400,9566620,16477200,16920700,23146200,27089800,20885400,12979900,23108400,14360600,17511500,17541400,25460900,34445100,14472500,10139900,13148800,27501500,12778900,14668800,8578770
"Montipora_capitata_HIv3___RNAseq.g36784.t2",NA,NA,4656560,NA,3658370,NA,3391330,2406840,NA,NA,NA,NA,NA,NA,4803890,NA,NA,2752380,NA,NA,2361010,4468050,NA,NA,2346760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2705880
"Montipora_capitata_HIv3___RNAseq.g36791.t1",NA,NA,NA,114121,181378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264690,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36798.t1",9308750,8773250,6809850,9725110,5285500,8589840,11634100,8223050,7943810,7921990,7325830,8660500,6847190,7417270,10078000,5570720,7028450,7657040,7833610,8466880,6413050,8466610,7867130,7016800,7936040,7805700,4934660,7313060,10344900,8600890,8290890,7212540,7534470,5339810,6740880,10753400
"Montipora_capitata_HIv3___RNAseq.g36812.t1",NA,NA,NA,NA,738657,NA,1357100,NA,NA,NA,NA,1578630,1203570,1023570,NA,NA,NA,1009360,NA,NA,NA,NA,929403,872629,1555970,NA,NA,949206,NA,NA,NA,NA,1475480,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36819.t2",1495590,2309500,2575290,2854160,1669210,2721110,2253920,1967610,1242450,2471710,1806610,2252310,819613,1789590,2055570,2236350,1886030,1042590,1965330,442746,814011,2125040,NA,2171070,987390,2526000,1463870,2454640,1700210,NA,799493,3164780,840200,2657510,2212960,1139760
"Montipora_capitata_HIv3___RNAseq.g36823.t1",NA,36834400,1600570,NA,11263800,60168800,16440600,22062600,9357520,12132800,9232390,16257400,NA,40072200,15399200,477031,9421530,26081000,2761120,NA,10141300,19845500,20785400,NA,26438900,NA,3457040,6170450,9385660,8097030,10545400,34396800,9414110,5167740,NA,33721500
"Montipora_capitata_HIv3___RNAseq.g36828.t1",1047310,706483,1184210,1453460,310040,NA,751693,972942,NA,NA,NA,NA,NA,1399110,NA,436024,NA,NA,NA,NA,NA,1121760,NA,NA,NA,NA,1413240,NA,NA,NA,NA,NA,NA,472624,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36835.t1",730920,NA,469994,681568,560884,941821,NA,1164630,776538,705077,NA,NA,873459,NA,859122,NA,NA,1022650,NA,802753,NA,841399,832534,NA,NA,NA,NA,494862,NA,616530,684630,854470,1000950,NA,NA,NA
"Montipora_capitata_HIv3___RNAseq.g36839.t1",26849300,6661930,6955370,15653200,9748840,20163500,6779440,20590600,26118400,9482570,4531930,7555490,12195000,16972100,16286800,9426580,6321930,19243600,8620180,16254600,19766700,15915300,26054700,7664460,11507200,6890770,10815000,12595600,4048710,15774400,17198800,15472200,24452600,8312250,7779510,7186540
"Montipora_capitata_HIv3___RNAseq.g36841.t1",1258560,743234,567758,1476490,618004,1633420,1910850,620769,NA,708482,1214050,978014,1459250,1008160,2001870,757261,908328,922128,842408,1052130,1300130,1551940,913978,789196,1086010,1046520,624804,730070,1321670,1300180,2387130,1305250,1288000,494648,872048,1358620
